song_key,song,artist,entry_date,exit_date,days_on_playlist,peak_position,peak_date,entry_to_peak_days,reentry_count,avg_position,rank_volatility,retention_stability_index,entry_popularity,peak_popularity,exit_popularity,album_type,is_explicit,duration_ms,total_tracks
headshot | anuel aa,Headshot,Anuel AA,2025-09-22,2025-09-22,1,29,2025-09-22,0,0,29.0,0.0,1.0,61.0,61.0,61.0,single,True,409259,1
heavy is the crown | linkin park,Heavy Is the Crown,Linkin Park,2025-09-27,2025-09-27,1,49,2025-09-27,0,0,49.0,0.0,1.0,78.0,78.0,78.0,single,False,167012,2
heavyweight | eladio carrion,Heavyweight,Eladio Carrion,2025-05-04,2025-05-04,1,49,2025-05-04,0,0,49.0,0.0,1.0,62.0,62.0,62.0,single,True,164776,5
hermosa casualidad | sen senra & aitana,Hermosa Casualidad,Sen Senra & Aitana,2025-06-02,2025-06-09,6,39,2025-06-06,4,1,43.67,4.03,0.1989,34.0,60.0,61.0,single,False,205779,1
hey bb | saiko,HEY BB,SAIKO,2025-04-28,2025-05-02,5,26,2025-04-28,0,0,36.2,5.91,0.1447,59.0,59.0,65.0,album,False,163701,16
hey lil mama | eladio carrion,Hey Lil Mama,Eladio Carrion,2025-01-21,2025-04-13,78,8,2025-01-25,4,4,28.19,12.22,0.0757,69.0,78.0,81.0,album,False,216338,17
hey mor | ozuna,Hey Mor,Ozuna,2024-05-18,2024-09-12,97,30,2024-05-18,0,2,40.01,5.49,0.1541,91.0,91.0,88.0,album,False,196600,18
hibiki | bad bunny,HIBIKI,Bad Bunny,2024-10-14,2024-12-01,49,2,2024-10-14,0,0,21.67,14.76,0.0635,0.0,0.0,89.0,album,True,208000,22
historias por contar | operación triunfo 2023,Historias Por Contar,Operación Triunfo 2023,2025-02-22,2025-02-24,3,28,2025-02-22,0,0,39.0,8.98,0.1002,57.0,57.0,57.0,single,False,192042,1
holanda | jhayco,Holanda,Jhayco,2024-08-04,2025-03-12,219,3,2024-08-16,12,2,22.0,14.26,0.0655,73.0,82.0,84.0,single,True,231693,1
holly jolly christmas | michael bublé,Holly Jolly Christmas,Michael Bublé,2024-12-25,2024-12-27,3,24,2024-12-25,0,0,38.0,9.9,0.0917,83.0,83.0,83.0,album,False,119786,16
houdini | dua lipa,Houdini,Dua Lipa,2024-11-11,2024-11-17,7,23,2024-11-11,0,0,40.29,8.29,0.1076,58.0,58.0,89.0,single,False,185917,1
hoy | valentino merlo & the la planta,Hoy,Valentino Merlo & The La Planta,2025-09-29,2025-10-04,6,13,2025-10-02,3,0,15.17,2.19,0.3133,83.0,84.0,84.0,single,False,198495,1
i can do it with a broken heart | taylor swift,I Can Do It With a Broken Heart,Taylor Swift,2025-04-23,2025-04-23,1,50,2025-04-23,0,0,50.0,0.0,1.0,82.0,82.0,82.0,album,True,218004,16
i like the way you kiss me | artemas,i like the way you kiss me,Artemas,2025-04-04,2025-05-02,21,19,2025-04-18,14,2,32.9,8.19,0.1088,92.0,98.0,100.0,single,False,142514,1
ia | clarent,IA,Clarent,2025-10-20,2025-11-12,24,1,2025-11-09,20,0,4.17,4.72,0.1747,57.0,78.0,78.0,single,True,171428,1
ia | clarent & mora,IA,Clarent & Mora,2025-11-13,2025-11-27,15,1,2025-11-13,0,0,4.13,5.43,0.1556,79.0,79.0,80.0,single,True,240000,1
iguales | quevedo,IGUALES,Quevedo,2025-11-24,2025-11-27,4,3,2025-11-24,0,0,3.5,0.5,0.6667,66.0,66.0,71.0,album,False,183316,18
il capo | rauw alejandro,IL Capo,Rauw Alejandro,2025-11-17,2025-11-17,1,38,2025-11-17,0,0,38.0,0.0,1.0,65.0,65.0,65.0,album,True,249599,18
imagínate | danny ocean & kapo,Imagínate,Danny Ocean & Kapo,2025-11-15,2025-11-27,13,15,2025-11-23,8,0,32.31,9.95,0.0913,70.0,76.0,78.0,single,True,170365,1
imperio | duki,Imperio,Duki,2025-11-03,2025-11-23,19,15,2025-11-09,6,1,28.95,12.13,0.0761,62.0,72.0,76.0,album,True,168711,15
it's beginning to look a lot like christmas | michael bublé,It's Beginning to Look a Lot like Christmas,Michael Bublé,2024-12-25,2024-12-27,3,16,2024-12-25,0,0,24.0,5.66,0.1502,87.0,87.0,87.0,album,False,207199,21
it's the most wonderful time of the year | andy williams,It's the Most Wonderful Time of the Year,Andy Williams,2024-12-25,2024-12-27,3,12,2024-12-25,0,0,20.0,5.66,0.1502,79.0,79.0,79.0,album,False,151000,12
"japoni (feat. camin, moncho chavea, jthyago & samueliyo baby) | oscar el ruso & samuel g & omar montes","Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby)",Oscar el Ruso & Samuel G & Omar Montes,2025-01-18,2025-06-17,72,26,2025-02-25,38,8,37.71,7.58,0.1166,68.0,76.0,65.0,single,False,248004,1
jingle bell rock | bobby helms,Jingle Bell Rock,Bobby Helms,2024-12-25,2024-12-27,3,10,2024-12-25,0,0,16.67,4.71,0.175,94.0,94.0,94.0,single,False,130973,2
k-pop | travis scott & bad bunny & the weeknd,K-POP,Travis Scott & Bad Bunny & The Weeknd,2024-07-23,2024-08-05,14,21,2024-07-23,0,0,33.86,9.22,0.0979,82.0,82.0,93.0,single,True,185220,1
kassandra | quevedo,KASSANDRA,Quevedo,2025-11-24,2025-11-27,4,2,2025-11-24,0,0,2.0,0.0,1.0,66.0,66.0,72.0,album,False,183172,18
khé? | rauw alejandro,Khé?,Rauw Alejandro,2025-11-17,2025-11-27,11,8,2025-11-23,6,0,14.09,4.64,0.1773,67.0,80.0,83.0,album,False,206066,18
ktm | jhayco & bryant myers & luar la l,KTM,Jhayco & Bryant Myers & Luar La L,2025-03-24,2025-03-28,4,16,2025-03-24,0,1,41.25,14.58,0.0642,0.0,0.0,70.0,single,True,366760,1
la 125 | quevedo,LA 125,Quevedo,2025-11-24,2025-11-27,4,10,2025-11-24,0,0,18.25,4.82,0.172,62.0,62.0,67.0,album,False,194286,18
la baby | brytiago,La Baby,Brytiago,2024-11-03,2024-12-02,16,3,2024-11-30,27,5,31.31,15.32,0.0613,55.0,73.0,74.0,single,True,161333,1
la baby | tainy,LA BABY,Tainy,2024-07-02,2024-07-12,11,25,2024-07-02,0,0,42.27,6.69,0.1301,67.0,67.0,78.0,album,False,182857,19
la bachata | manuel turizo,La Bachata,Manuel Turizo,2024-05-18,2025-11-19,538,11,2025-01-01,228,6,26.79,8.48,0.1055,86.0,84.0,82.0,album,False,162637,15
la bebe - remix | yng lvcas & peso pluma,La Bebe - Remix,Yng Lvcas & Peso Pluma,2024-05-18,2024-08-29,104,10,2024-06-01,14,0,27.39,10.99,0.0834,99.0,99.0,96.0,single,True,234352,2
la canción feliz del disco | eladio carrion,La Canción Feliz Del Disco,Eladio Carrion,2025-01-21,2025-01-24,4,13,2025-01-21,0,0,39.0,15.18,0.0618,69.0,69.0,75.0,album,True,173524,17
la capi | myke towers,LA CAPI,Myke Towers,2024-12-14,2025-09-25,233,13,2025-01-22,39,9,30.13,10.04,0.0906,72.0,79.0,75.0,album,True,202360,23
la falda | myke towers,LA FALDA,Myke Towers,2024-11-25,2025-11-23,359,1,2025-02-18,85,5,13.2,9.71,0.0934,0.0,93.0,83.0,album,True,174229,23
la fiesta | pedro capó,La Fiesta,Pedro Capó,2024-05-18,2024-06-27,17,30,2024-05-20,2,3,44.88,6.64,0.1309,71.0,73.0,76.0,album,False,201044,10
la gata bajo la lluvia | naiara,La Gata Bajo La Lluvia,Naiara,2025-01-25,2025-01-25,1,46,2025-01-25,0,0,46.0,0.0,1.0,55.0,55.0,55.0,single,False,164678,1
la inocente | mora,LA INOCENTE,Mora,2024-05-30,2024-08-11,31,45,2024-06-21,22,5,48.23,1.34,0.4279,88.0,89.0,88.0,album,True,202173,15
la jumpa | arcángel,La Jumpa,Arcángel,2024-05-18,2024-06-23,37,36,2024-05-29,11,0,42.03,3.69,0.213,87.0,87.0,87.0,album,True,255693,18
la marina sta morena | figa flawas,LA MARINA STA MORENA,Figa Flawas,2025-08-07,2025-10-15,69,19,2025-09-04,28,1,30.28,8.36,0.1069,65.0,72.0,71.0,single,False,131332,1
la nena | lyanno & rauw alejandro,LA NENA,Lyanno & Rauw Alejandro,2025-04-21,2025-05-25,27,25,2025-04-27,6,1,38.93,7.66,0.1154,74.0,77.0,80.0,single,True,200040,1
la noia | angelina mango,la noia,Angelina Mango,2025-05-14,2025-05-14,1,47,2025-05-14,0,0,47.0,0.0,1.0,80.0,80.0,80.0,single,False,189124,1
la ranger (feat. myke towers) | the academy: segunda misión & justin quiles & lenny tavárez,LA RANGER (feat. Myke Towers),The Academy: Segunda Misión & Justin Quiles & Lenny Tavárez,2025-03-31,2025-07-16,107,3,2025-04-11,11,1,20.86,12.67,0.0731,64.0,79.0,78.0,album,True,229738,9
la raíz d€l mal | cruz cafuné,la raíz d€l mal,Cruz Cafuné,2025-07-21,2025-07-26,4,42,2025-07-21,0,1,47.5,3.28,0.2337,54.0,54.0,61.0,single,True,133767,6
la reina | lola indigo,LA REINA,Lola Indigo,2025-06-16,2025-11-26,162,4,2025-06-20,4,2,10.75,8.01,0.1109,29.0,62.0,73.0,single,False,150000,1
la rijana | saiko,LA RIJANA,SAIKO,2025-04-28,2025-04-29,2,41,2025-04-28,0,0,44.0,3.0,0.25,57.0,57.0,60.0,album,False,137172,16
la rizos [dime si le comento a la pura] | las 2k & chardo chardemio & melody records international,La Rizos [Dime Si Le Comento a la Pura],Las 2K & Chardo Chardemio & Melody Records International,2025-08-25,2025-11-06,69,22,2025-09-15,21,1,31.17,7.16,0.1226,68.0,74.0,72.0,single,False,218119,1
la roja baila - himno oficial de la selección española | sergio ramos & niña pastori & redone,La roja baila - Himno oficial de la selección española,Sergio Ramos & Niña Pastori & RedOne,2025-07-15,2025-07-16,2,9,2025-07-15,0,0,9.0,0.0,1.0,56.0,56.0,58.0,single,False,235384,1
la sevillana - sevillanas | omar montes,LA SEVILLANA - SEVILLANAS,Omar Montes,2025-05-05,2025-07-03,60,8,2025-05-05,0,0,25.2,12.39,0.0747,77.0,77.0,60.0,album,False,220360,11
la sevillana | omar montes,LA SEVILLANA,Omar Montes,2025-04-14,2025-05-04,21,3,2025-04-20,6,0,7.95,4.42,0.1844,59.0,71.0,77.0,single,False,220346,1
la torre picasso | arde bogotá,La Torre Picasso,Arde Bogotá,2025-09-15,2025-09-15,1,46,2025-09-15,0,0,46.0,0.0,1.0,50.0,50.0,50.0,single,False,484573,1
la vida sin ti | rels b,La Vida Sin Ti,Rels B,2025-04-28,2025-06-29,63,8,2025-05-02,4,0,24.79,13.28,0.07,65.0,73.0,76.0,album,False,164470,13
la vida sin ti | rels b & lia kali,La Vida Sin Ti,Rels B & Lia Kali,2025-04-25,2025-04-27,3,15,2025-04-25,0,0,19.33,4.78,0.1729,58.0,58.0,73.0,single,False,164470,1
la vuelta | feid,LA VUELTA,Feid,2024-12-02,2024-12-02,1,48,2024-12-02,0,0,48.0,0.0,1.0,0.0,0.0,0.0,album,False,121920,10
la última | quevedo,LA ÚLTIMA,Quevedo,2025-02-03,2025-03-23,48,1,2025-02-03,0,1,16.29,15.95,0.059,72.0,72.0,78.0,single,False,170322,1
la_original.mp3 | emilia,La_Original.mp3,Emilia,2024-11-04,2025-06-03,202,10,2025-03-08,124,4,26.53,11.24,0.0817,0.0,84.0,79.0,album,False,140625,13
lady madrizzz | céro,lady madrizZz,céro,2024-11-03,2025-03-02,118,8,2024-11-16,13,1,27.6,13.37,0.0696,67.0,75.0,75.0,single,False,131020,1
laguna | mora,LAGUNA,Mora,2024-08-30,2024-09-02,4,11,2024-08-30,0,0,21.5,7.09,0.1236,0.0,0.0,76.0,album,True,246593,15
lala | myke towers,LALA,Myke Towers,2024-06-29,2025-09-24,310,1,2024-07-05,6,2,20.0,15.96,0.059,78.0,86.0,85.0,album,True,197920,23
las babys | aitana,LAS BABYS,Aitana,2024-06-09,2024-08-29,82,4,2024-06-11,2,0,23.07,8.51,0.1052,63.0,71.0,79.0,single,True,153827,1
las bratz (remix) | aissa & jc reyes & saiko,Las Bratz (Remix),Aissa & JC Reyes & Saiko,2024-05-18,2024-05-27,10,44,2024-05-20,2,0,46.9,1.37,0.4211,76.0,76.0,76.0,single,True,444631,1
last christmas - single version | wham!,Last Christmas - Single Version,Wham!,2024-12-23,2024-12-27,5,4,2024-12-25,2,0,19.0,17.8,0.0532,89.0,89.0,89.0,album,False,265960,16
latte (feat. maria becerra) | the academy: segunda misión & sech & dalex,LATTE (feat. Maria Becerra),The Academy: Segunda Misión & Sech & Dalex,2025-03-31,2025-03-31,1,43,2025-03-31,0,0,43.0,0.0,1.0,53.0,53.0,53.0,album,True,260534,9
let it snow! let it snow! let it snow! (with the b. swanson quartet) | frank sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2024-12-25,2024-12-25,1,33,2024-12-25,0,0,33.0,0.0,1.0,91.0,91.0,91.0,album,False,155453,14
let it snow! let it snow! let it snow! | dean martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2024-12-25,2024-12-27,3,15,2024-12-25,0,0,23.0,5.66,0.1502,95.0,95.0,95.0,album,False,117146,12
like i can (feat. aitana) | sam smith & aitana,Like I Can (feat. Aitana),Sam Smith & Aitana,2025-08-10,2025-08-10,1,42,2025-08-10,0,0,42.0,0.0,1.0,38.0,38.0,38.0,single,False,166707,1
lo que no ves de mí | juanjo bona,Lo que no ves de mí,Juanjo Bona,2025-04-18,2025-04-18,1,38,2025-04-18,0,0,38.0,0.0,1.0,69.0,69.0,69.0,single,False,144000,1
lo que tiene | morad & beny jr & rvfv,Lo Que Tiene,Morad & Beny Jr & Rvfv,2025-03-10,2025-11-23,254,5,2025-03-13,3,5,25.62,12.77,0.0726,61.0,70.0,75.0,single,False,259200,1
lokita | mora,LOKITA,Mora,2024-08-30,2024-09-02,4,13,2024-08-30,0,0,28.75,10.96,0.0836,0.0,0.0,75.0,album,True,154154,15
lollipop | darell,Lollipop,Darell,2024-10-02,2025-01-17,105,1,2024-10-21,19,1,21.7,16.44,0.0573,64.0,86.0,90.0,album,True,199946,18
los del espacio | lit killah,Los del Espacio,LIT killah,2024-06-04,2025-02-16,257,2,2024-06-09,5,1,21.56,16.2,0.0581,72.0,84.0,85.0,single,False,338000,1
los días contados | quevedo,LOS DÍAS CONTADOS,Quevedo,2025-11-24,2025-11-27,4,4,2025-11-24,0,0,5.25,0.83,0.5467,64.0,64.0,70.0,album,False,161943,18
los pits | bad bunny,LOS PITS,Bad Bunny,2024-10-14,2024-10-20,7,20,2024-10-14,0,0,33.86,11.04,0.0831,0.0,0.0,85.0,album,True,250851,22
los ángeles | aitana,Los Ángeles,Aitana,2024-05-18,2024-08-05,80,20,2024-05-18,0,0,34.11,6.9,0.1265,84.0,84.0,81.0,single,False,158483,1
luces de tecno | feid,LUCES DE TECNO,Feid,2024-09-30,2025-02-03,124,7,2024-09-30,0,1,32.15,9.76,0.0929,0.0,0.0,80.0,album,False,164293,16
luchas mentales | eladio carrion,Luchas Mentales,Eladio Carrion,2025-01-21,2025-01-21,1,43,2025-01-21,0,0,43.0,0.0,1.0,66.0,66.0,66.0,album,False,166835,17
luna llena | beny jr,Luna llena,Beny Jr,2025-07-31,2025-11-27,119,4,2025-10-14,75,1,11.08,8.72,0.1029,69.0,77.0,76.0,album,False,169846,13
luna | feid,LUNA,Feid,2024-12-02,2025-11-27,357,2,2025-01-11,40,4,11.58,7.9,0.1123,0.0,94.0,88.0,album,False,196800,10
luna | saiko,LUNA,SAIKO,2025-04-28,2025-05-09,12,9,2025-04-28,0,0,28.25,12.38,0.0748,61.0,61.0,70.0,album,False,240923,16
lunch | billie eilish,LUNCH,Billie Eilish,2025-05-19,2025-05-30,12,20,2025-05-25,6,0,34.33,6.74,0.1292,62.0,93.0,95.0,album,False,179586,10
m.a.i | milo j,M.A.I,Milo j,2025-01-17,2025-04-30,100,4,2025-01-31,14,3,16.22,11.64,0.0791,82.0,82.0,86.0,album,False,184027,10
ma meilleure ennemie (from the series arcane league of legends) | stromae & pomme & arcane,Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae & Pomme & Arcane,2025-11-27,2025-11-27,1,38,2025-11-27,0,0,38.0,0.0,1.0,77.0,77.0,77.0,single,False,147973,1
madrid city | ana mena,Madrid City,Ana Mena,2024-09-30,2025-04-15,181,13,2025-01-03,95,3,27.45,9.6,0.0943,0.0,77.0,77.0,single,False,172727,1
mal de amores | natos y waor & israel b,Mal de amores,Natos y Waor & Israel B,2025-02-11,2025-02-17,4,29,2025-02-15,4,1,37.75,5.8,0.147,56.0,62.0,64.0,single,False,255071,1
mala suerte | lola indigo & dellafuente,MALA SUERTE,Lola Indigo & DELLAFUENTE,2024-09-03,2024-09-09,7,32,2024-09-06,3,0,36.43,3.5,0.2223,59.0,66.0,69.0,single,False,215142,1
malicia | dellafuente,Malicia,DELLAFUENTE,2025-06-16,2025-06-21,6,29,2025-06-16,0,0,42.17,6.96,0.1256,25.0,25.0,50.0,album,False,177500,10
mama's boy | eladio carrion,Mama's Boy,Eladio Carrion,2025-01-21,2025-01-21,1,34,2025-01-21,0,0,34.0,0.0,1.0,66.0,66.0,66.0,album,False,222272,17
mamasota | manuel turizo & yandel,Mamasota,Manuel Turizo & Yandel,2025-03-15,2025-03-15,1,50,2025-03-15,0,0,50.0,0.0,1.0,78.0,78.0,78.0,single,False,216424,1
mami chula | jhayco & quevedo,Mami Chula,Jhayco & Quevedo,2024-05-18,2024-09-18,118,6,2024-05-18,0,1,35.81,11.67,0.079,85.0,85.0,80.0,single,False,220600,1
mamichula - con nicki nicole | trueno,Mamichula - con Nicki Nicole,Trueno,2025-02-18,2025-04-05,44,7,2025-03-04,14,3,26.87,14.64,0.0639,83.0,88.0,86.0,album,False,219201,10
manos rotas | dellafuente & morad,Manos Rotas,DELLAFUENTE & Morad,2024-11-18,2025-11-23,329,1,2024-11-29,11,14,23.53,18.54,0.0512,44.0,76.0,72.0,single,False,168594,1
maquillaje - remix | refracted arg,Maquillaje - Remix,refracted arg,2025-04-21,2025-04-24,4,32,2025-04-21,0,0,34.5,3.77,0.2094,0.0,0.0,52.0,album,False,207342,7
maquillaje - remix | renn & myke towers & nio garcia,Maquillaje - Remix,Renn & Myke Towers & Nio Garcia,2025-07-10,2025-07-14,4,25,2025-07-14,4,1,30.0,4.36,0.1866,75.0,76.0,76.0,single,True,286283,1
maquillaje | renn & yexel,Maquillaje,Renn & Yexel,2025-03-21,2025-06-02,65,18,2025-04-08,18,3,31.65,7.51,0.1175,2.0,78.0,83.0,single,True,211969,1
marea | mora,MAREA,Mora,2024-08-30,2024-08-31,2,24,2024-08-30,0,0,36.5,12.5,0.0741,0.0,0.0,69.0,album,True,148082,15
martini | dei v,Martini,Dei V,2025-05-02,2025-11-23,150,7,2025-06-17,46,8,32.81,12.06,0.0766,65.0,48.0,72.0,album,True,164365,16
me has invitado a bailar | dani fernández,Me has invitado a bailar,Dani Fernández,2025-09-04,2025-11-27,85,15,2025-10-31,57,0,27.46,7.23,0.1215,63.0,53.0,65.0,single,False,192906,1
media luna | mora,MEDIA LUNA,Mora,2024-08-30,2024-09-21,14,5,2024-08-30,0,1,36.79,16.34,0.0577,0.0,0.0,81.0,album,False,134948,15
mejor así | myke towers,MEJOR ASÍ,Myke Towers,2025-08-24,2025-08-24,1,37,2025-08-24,0,0,37.0,0.0,1.0,0.0,0.0,0.0,album,True,219480,20
memorias | mora,MEMORIAS,Mora,2024-05-18,2024-05-27,10,39,2024-05-23,5,0,42.1,1.45,0.4089,82.0,82.0,82.0,album,False,228750,15
mencionar | eladio carrion,Mencionar,Eladio Carrion,2025-01-21,2025-01-21,1,42,2025-01-21,0,0,42.0,0.0,1.0,66.0,66.0,66.0,album,False,141818,17
mercedes carota | bad bunny,MERCEDES CAROTA,Bad Bunny,2024-10-14,2024-10-21,8,17,2024-10-14,0,0,32.88,11.37,0.0808,0.0,0.0,86.0,album,True,202635,22
mercho | lil cake & migrantes,MERCHO,LiL CaKe & Migrantes,2024-05-18,2024-08-29,104,21,2024-05-29,11,0,32.19,6.2,0.1389,90.0,90.0,86.0,single,False,161451,1
mi cuarto | tiago pzk & rels b,Mi Cuarto,Tiago PZK & Rels B,2025-10-27,2025-10-27,1,46,2025-10-27,0,0,46.0,0.0,1.0,58.0,58.0,58.0,single,False,131688,1
mi droga | myke towers,MI DROGA,Myke Towers,2024-05-18,2024-05-20,3,46,2024-05-18,0,0,48.67,1.89,0.3465,81.0,81.0,80.0,album,True,163240,23
mi ex tenía razón | karol g,MI EX TENÍA RAZÓN,KAROL G,2024-08-13,2025-07-31,22,16,2024-08-13,0,1,36.59,8.64,0.1037,62.0,62.0,85.0,album,False,154374,9
mi lova | bad gyal & myke towers,Mi Lova,Bad Gyal & Myke Towers,2024-07-09,2024-08-18,41,14,2024-07-09,0,0,36.71,9.05,0.0995,0.0,0.0,79.0,single,True,220173,1
mi luz (ft. rels b) | rvfv,Mi Luz (ft. Rels B),Rvfv,2024-10-23,2025-10-18,172,32,2025-10-11,353,14,45.4,3.6,0.2174,80.0,75.0,75.0,album,False,168000,15
mi nena remix | maikel delacalle & quevedo,Mi Nena Remix,Maikel Delacalle & Quevedo,2024-05-18,2024-06-10,24,26,2024-05-19,1,0,31.75,3.73,0.2113,82.0,82.0,81.0,single,False,220000,1
miamor | aitana,miamor,Aitana,2024-09-24,2024-09-26,3,34,2024-09-24,0,0,36.0,1.41,0.4142,31.0,31.0,55.0,album,False,159360,15
miamor | aitana & rels b,miamor,Aitana & Rels B,2024-08-26,2024-09-23,29,4,2024-08-26,0,0,37.38,12.62,0.0734,46.0,46.0,78.0,single,False,159360,1
mientras me curo del cora | karol g,MIENTRAS ME CURO DEL CORA,KAROL G,2025-07-24,2025-08-02,10,37,2025-07-28,4,0,44.9,4.16,0.1939,81.0,82.0,82.0,album,False,164386,17
mil mujeres | rauw alejandro,Mil Mujeres,Rauw Alejandro,2025-11-17,2025-11-17,1,36,2025-11-17,0,0,36.0,0.0,1.0,65.0,65.0,65.0,album,True,168922,18
"milo j: bzrp music sessions, vol. 57 | bizarrap & milo j","Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,2024-10-07,2025-02-10,59,1,2024-10-07,0,2,28.88,15.3,0.0614,74.0,74.0,83.0,single,False,189901,1
"milo j: bzrp music sessions, vol. 57 | paul thin","Milo J: Bzrp Music Sessions, Vol. 57",Paul Thin,2025-02-01,2025-02-02,2,39,2025-02-01,0,0,44.5,5.5,0.1538,56.0,56.0,56.0,single,False,153024,1
mirame | blessd & ovy on the drums,Mirame,Blessd & Ovy On The Drums,2025-07-15,2025-07-30,16,13,2025-07-19,4,0,28.88,6.66,0.1305,84.0,85.0,88.0,single,True,157453,1
mis tías | juanjo bona,Mis Tías,Juanjo Bona,2025-07-21,2025-07-23,2,44,2025-07-21,0,1,45.5,1.5,0.4,58.0,58.0,62.0,single,False,158400,1
modelito | mora,MODELITO,Mora,2024-09-09,2025-06-17,279,4,2024-11-12,64,3,21.72,13.63,0.0684,80.0,85.0,72.0,album,True,190496,14
mojabi ghost | tainy,MOJABI GHOST,Tainy,2024-07-02,2024-08-03,33,6,2024-07-02,0,0,30.94,12.38,0.0748,78.0,78.0,93.0,album,True,232131,19
monaco | bad bunny,MONACO,Bad Bunny,2024-10-14,2025-01-12,78,1,2024-10-14,0,2,23.68,16.95,0.0557,0.0,0.0,95.0,album,True,267194,22
mr. moondial | quevedo,MR. MOONDIAL,Quevedo,2025-11-24,2025-11-27,4,5,2025-11-25,1,0,5.5,0.5,0.6667,63.0,67.0,70.0,album,False,165762,18
mr. october | bad bunny,MR. OCTOBER,Bad Bunny,2024-10-14,2024-10-21,8,7,2024-10-14,0,0,23.88,12.89,0.072,0.0,0.0,88.0,album,True,189258,22
my love | de la ghetto & quevedo,My Love,De La Ghetto & Quevedo,2024-06-04,2024-07-01,27,36,2024-06-15,11,1,41.7,3.82,0.2075,60.0,74.0,78.0,single,False,214123,1
m€ntiras | cruz cafuné,m€ntiras,Cruz Cafuné,2025-07-21,2025-07-21,1,43,2025-07-21,0,0,43.0,0.0,1.0,54.0,54.0,54.0,single,True,151841,6
nadie sabe | bad bunny,NADIE SABE,Bad Bunny,2024-10-14,2024-10-28,15,3,2024-10-14,0,0,26.67,14.78,0.0634,0.0,0.0,89.0,album,True,379058,22
nana del hilo rojo | saiko,NANA DEL HILO ROJO,SAIKO,2025-04-28,2025-05-02,5,16,2025-04-28,0,0,27.0,10.86,0.0843,61.0,61.0,68.0,album,False,163893,16
narcotics (with bryant myers) | dei v & bryant myers,Narcotics (with Bryant Myers),Dei V & Bryant Myers,2024-10-04,2025-06-11,188,15,2024-12-28,85,4,25.58,7.75,0.1143,75.0,81.0,74.0,single,True,173991,1
"natanael cano: bzrp music sessions, vol. 59 | bizarrap & natanael cano","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap & Natanael Cano,2025-04-06,2025-04-13,8,32,2025-04-07,1,0,39.62,5.0,0.1667,70.0,74.0,83.0,single,True,155888,1
new woman (feat. rosalía) | lisa & rosalía,New Woman (feat. ROSALÍA),LISA & ROSALÍA,2025-08-17,2025-08-30,14,15,2025-08-17,0,0,32.0,11.03,0.0832,0.0,0.0,91.0,single,False,179789,1
ni me conozco | rauw alejandro,Ni Me Conozco,Rauw Alejandro,2025-11-17,2025-11-22,6,26,2025-11-17,0,0,37.5,7.34,0.1199,66.0,66.0,75.0,album,True,229787,18
niña bonita | feid & sean paul,Niña Bonita,Feid & Sean Paul,2024-05-18,2024-08-08,83,13,2024-05-19,1,0,34.45,7.12,0.1231,88.0,88.0,88.0,single,False,187653,1
no digas na | feid & yandel,No Digas Na,Feid & Yandel,2025-04-17,2025-04-20,4,48,2025-04-18,1,0,48.75,0.83,0.5467,71.0,72.0,74.0,single,False,208386,5
no estuviste en lo malo - remix | morad & beny jr & dellafuente,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,2024-10-07,2025-01-31,112,12,2024-10-07,0,4,38.59,7.56,0.1168,63.0,63.0,77.0,single,False,268320,1
no estuviste en lo malo | morad,No Estuviste En Lo Malo,Morad,2024-05-18,2024-06-23,11,46,2024-05-31,13,3,48.36,1.43,0.4112,67.0,74.0,77.0,album,False,247680,19
no has cambiado | baby rasta & noriel & hades66,No Has Cambiado,Baby Rasta & Noriel & Hades66,2025-10-13,2025-11-27,24,11,2025-10-15,2,5,32.12,10.46,0.0873,64.0,65.0,71.0,single,True,276404,1
no me quiero casar | bad bunny,NO ME QUIERO CASAR,Bad Bunny,2024-10-14,2024-10-19,6,22,2024-10-14,0,0,32.33,9.1,0.099,0.0,0.0,84.0,album,True,225654,22
no pienso llamar | soge culebra,NO PIENSO LLAMAR,Soge Culebra,2024-10-14,2025-03-02,140,7,2024-12-23,70,0,24.21,12.92,0.0718,0.0,71.0,69.0,album,False,198352,13
no pienso llamar | soge culebra & quevedo & garabatto,NO PIENSO LLAMAR,Soge Culebra & Quevedo & GARABATTO,2024-10-07,2024-10-13,7,16,2024-10-07,0,0,18.71,3.65,0.2149,43.0,43.0,72.0,single,False,198352,1
no soy eterno | bizarrap & milo j,No soy Eterno,Bizarrap & Milo j,2024-10-07,2024-10-13,7,27,2024-10-10,3,0,35.0,6.95,0.1258,67.0,77.0,80.0,single,False,151468,5
no te quieren conmigo - remix | gaby music & anuel aa & luar la l,No Te Quieren Conmigo - Remix,Gaby Music & Anuel AA & Luar La L,2025-04-07,2025-04-27,21,17,2025-04-07,0,0,34.86,7.01,0.1248,62.0,62.0,77.0,single,False,328226,1
