song_key,song,artist,entry_date,exit_date,days_on_playlist,peak_position,peak_date,entry_to_peak_days,reentry_count,avg_position,rank_volatility,retention_stability_index,entry_popularity,peak_popularity,exit_popularity,album_type,is_explicit,duration_ms,total_tracks
the code | nemo,The Code,Nemo,2025-05-14,2025-05-18,5,24,2025-05-14,0,0,36.8,10.59,0.0863,74.0,74.0,83.0,single,False,180141,1
the emptiness machine | linkin park,The Emptiness Machine,Linkin Park,2025-09-11,2025-10-02,17,30,2025-09-13,2,2,38.12,6.71,0.1297,86.0,89.0,93.0,single,True,190427,1
thunder y lightning | bad bunny,THUNDER Y LIGHTNING,Bad Bunny,2024-10-14,2024-11-17,35,14,2024-10-14,0,0,31.66,12.8,0.0724,0.0,0.0,86.0,album,True,217133,22
timeless (with playboi carti) | the weeknd & playboi carti,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,2025-09-29,2025-09-29,1,50,2025-09-29,0,0,50.0,0.0,1.0,79.0,79.0,79.0,single,True,256000,1
todo contigo | álvaro de luna,Todo Contigo,Álvaro De Luna,2024-05-18,2024-09-23,129,12,2024-05-18,0,0,30.12,9.13,0.0987,78.0,78.0,77.0,single,False,165527,1
todo lit | eladio carrion,Todo Lit,Eladio Carrion,2025-01-21,2025-01-21,1,23,2025-01-21,0,0,23.0,0.0,1.0,67.0,67.0,67.0,album,True,241951,17
toy en el mic | bizarrap & milo j,Toy en el Mic,Bizarrap & Milo j,2024-10-07,2024-10-13,7,24,2024-10-10,3,0,28.57,5.58,0.152,67.0,78.0,81.0,single,True,137053,5
tqg | karol g,TQG,KAROL G,2024-05-18,2025-08-08,120,9,2024-05-18,0,2,31.98,10.88,0.0842,96.0,96.0,83.0,album,True,197933,17
tqmqa | eladio carrion,TQMQA,Eladio Carrion,2024-12-17,2025-01-26,32,15,2025-01-21,35,2,38.94,8.22,0.1084,67.0,66.0,74.0,single,False,169911,1
tranquila baby | eladio carrion,Tranquila Baby,Eladio Carrion,2025-01-21,2025-01-21,1,32,2025-01-21,0,0,32.0,0.0,1.0,67.0,67.0,67.0,album,True,128000,17
trato de estar bien | duki,Trato De Estar Bien,Duki,2025-11-03,2025-11-09,5,37,2025-11-03,0,1,44.0,3.74,0.2109,59.0,59.0,68.0,album,False,213408,15
trending remix (with myke towers) | dei v,Trending Remix (with Myke Towers),Dei V,2025-03-03,2025-07-20,137,10,2025-03-10,7,3,24.47,10.87,0.0843,76.0,76.0,65.0,single,True,225154,1
tu ritmo | eladio carrion,Tu Ritmo,Eladio Carrion,2025-01-21,2025-01-21,1,21,2025-01-21,0,0,21.0,0.0,1.0,68.0,68.0,68.0,album,True,158446,17
tu silueta | diegote,Tu Silueta,Diegote,2025-07-14,2025-10-28,106,5,2025-07-31,17,1,17.41,12.69,0.073,58.0,76.0,73.0,single,False,170480,1
tu$$i (with dei v) | yovngchimi,TU$$I (with Dei V),YOVNGCHIMI,2025-03-01,2025-08-16,160,11,2025-03-19,18,8,31.98,10.83,0.0845,76.0,77.0,77.0,album,True,163200,16
tuya | rosalía,TUYA,ROSALÍA,2024-06-11,2024-07-18,38,6,2024-06-11,0,0,29.18,13.43,0.0693,72.0,72.0,87.0,single,True,154551,1
tú con él | rauw alejandro,Tú Con Él,Rauw Alejandro,2025-11-17,2025-11-23,7,12,2025-11-17,0,0,24.86,7.55,0.117,69.0,69.0,79.0,album,False,289131,18
un deseo | mora,UN DESEO,Mora,2024-08-30,2024-08-31,2,20,2024-08-30,0,0,31.0,11.0,0.0833,0.0,0.0,69.0,album,True,218883,15
un desperdicio | rels b,Un Desperdicio,Rels B,2025-04-28,2025-05-15,16,29,2025-05-08,10,1,36.69,6.21,0.1387,67.0,81.0,83.0,album,False,223783,13
un preview | bad bunny,UN PREVIEW,Bad Bunny,2024-09-27,2024-11-02,37,1,2024-09-27,0,0,22.41,16.16,0.0583,0.0,0.0,87.0,album,True,165582,22
un rodeoooo | rels b,Un Rodeoooo,Rels B,2024-07-23,2024-09-23,57,36,2024-08-10,18,1,44.42,3.77,0.2095,59.0,76.0,77.0,album,False,136082,9
un x100to | grupo frontera & bad bunny,un x100to,Grupo Frontera & Bad Bunny,2024-05-18,2024-06-14,27,31,2024-05-21,3,1,38.04,6.16,0.1396,99.0,100.0,100.0,single,False,194563,1
una bachata | lola indigo,UNA BACHATA,Lola Indigo,2025-02-04,2025-04-27,77,8,2025-02-04,0,3,29.85,13.03,0.0713,60.0,60.0,73.0,album,False,157846,7
una foto remix (feat. emilia) | mesita & nicki nicole & tiago pzk,Una Foto Remix (feat. Emilia),Mesita & Nicki Nicole & Tiago PZK,2025-01-11,2025-06-15,154,6,2025-02-01,21,2,24.13,16.0,0.0588,77.0,89.0,77.0,single,False,243898,1
una velita | bad bunny,Una Velita,Bad Bunny,2025-09-22,2025-09-27,6,7,2025-09-22,0,0,36.0,13.17,0.0706,72.0,72.0,78.0,single,True,239986,1
underneath the tree | kelly clarkson,Underneath the Tree,Kelly Clarkson,2024-12-25,2024-12-27,3,22,2024-12-25,0,0,34.0,8.49,0.1054,86.0,86.0,86.0,album,False,229640,14
uwaie | kapo,UWAIE,Kapo,2025-08-20,2025-11-27,100,2,2025-08-29,9,0,9.24,8.85,0.1016,69.0,82.0,86.0,single,False,172427,1
vacile | yan block,Vacile,Yan Block,2025-08-15,2025-11-27,105,16,2025-10-17,63,0,22.28,6.5,0.1334,73.0,78.0,78.0,single,True,140239,1
vagabundo | sebastian yatra,VAGABUNDO,Sebastian Yatra,2024-09-24,2024-09-26,3,14,2024-09-24,0,0,18.0,2.83,0.2612,3.0,3.0,44.0,album,False,215600,12
vagabundo | sebastian yatra & manuel turizo & beéle,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,2024-05-18,2025-10-16,385,3,2024-06-04,17,23,29.09,15.99,0.0589,76.0,86.0,78.0,single,False,215600,1
vampire | olivia rodrigo,vampire,Olivia Rodrigo,2024-07-02,2024-07-02,1,48,2024-07-02,0,0,48.0,0.0,1.0,85.0,85.0,85.0,single,True,219724,1
vente conmigo | feid,VENTE CONMIGO,Feid,2024-08-06,2024-08-12,7,22,2024-08-06,0,0,35.29,12.0,0.0769,71.0,71.0,80.0,single,False,186000,1
vida de rock | duki,Vida De Rock,Duki,2025-11-03,2025-11-10,8,34,2025-11-07,4,0,40.38,5.36,0.1572,62.0,71.0,73.0,album,True,181503,15
vista al mar | quevedo,VISTA AL MAR,Quevedo,2024-05-21,2024-07-29,33,43,2024-05-30,9,2,47.76,2.13,0.3192,83.0,82.0,83.0,album,False,180672,16
volver | tainy,VOLVER,Tainy,2024-07-02,2024-07-02,1,49,2024-07-02,0,0,49.0,0.0,1.0,69.0,69.0,69.0,album,True,185806,19
vou 787 | bad bunny,VOU 787,Bad Bunny,2024-10-14,2024-10-18,5,13,2024-10-14,0,0,27.2,11.6,0.0794,0.0,0.0,85.0,album,True,123643,22
vuelve candy b | bad bunny,VUELVE CANDY B,Bad Bunny,2024-10-14,2024-10-18,5,19,2024-10-14,0,0,32.2,10.78,0.0849,0.0,0.0,83.0,album,True,266171,22
"vvs switch (feat. hades66, luar la l & cdobleta) - remix | pressure 9x19 & anuel aa & yovngchimi","VVS Switch (feat. Hades66, Luar La L & CDobleta) - Remix",Pressure 9X19 & Anuel AA & YOVNGCHIMI,2025-03-17,2025-03-30,13,13,2025-03-17,0,1,31.38,10.77,0.0849,67.0,67.0,79.0,single,True,555071,1
wanda | quevedo,WANDA,Quevedo,2024-05-18,2024-12-07,145,18,2024-05-18,0,1,28.45,7.71,0.1148,87.0,87.0,82.0,album,False,160909,16
we can't be friends (wait for your love) | ariana grande,we can't be friends (wait for your love),Ariana Grande,2025-03-11,2025-03-20,8,31,2025-03-13,2,2,41.5,7.02,0.1247,81.0,87.0,92.0,album,False,228639,13
where she goes | bad bunny,WHERE SHE GOES,Bad Bunny,2024-05-21,2024-10-28,154,1,2024-05-21,0,1,15.88,14.14,0.066,82.0,82.0,85.0,single,True,231704,1
whisky | samuel g & oscar el ruso & aissa,Whisky,Samuel G & Oscar el Ruso & Aissa,2025-07-17,2025-07-31,15,30,2025-07-21,4,0,35.6,4.96,0.1677,65.0,68.0,71.0,single,False,305265,1
wya remix red | j abdiel & de la rose & yan block,WYA REMIX RED,J Abdiel & De La Rose & Yan Block,2025-06-19,2025-11-16,140,22,2025-07-12,23,5,34.96,6.49,0.1335,73.0,80.0,81.0,single,True,321741,1
x'clusivo - remix | gonzy,X'CLUSIVO - REMIX,Gonzy,2025-10-13,2025-11-23,42,21,2025-10-13,0,0,33.36,5.13,0.1631,29.0,29.0,64.0,album,True,208133,18
x'clusivo - remix | gonzy & saiko & arcángel,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,2025-03-03,2025-10-12,220,1,2025-03-03,0,4,12.77,9.34,0.0967,66.0,66.0,74.0,single,True,208133,1
x'clusivo | gonzy,X'CLUSIVO,Gonzy,2025-01-31,2025-03-09,38,3,2025-03-02,30,0,17.69,13.57,0.0686,72.0,81.0,79.0,single,True,175586,1
xxx_rosario_xxx | saiko,Xxx_Rosario_xxX,Saiko,2024-12-24,2025-01-05,13,23,2024-12-24,0,0,34.54,5.76,0.1479,58.0,58.0,71.0,album,True,188936,7
ya es navidad popurrí: ya es navidad- zúmbale a la pandereta - ya vienen los reyes magos - arre borriquito - ya es navidad | raya real,Ya es Navidad Popurrí: Ya es Navidad- Zúmbale a la pandereta - Ya vienen los Reyes Magos - Arre Borriquito - Ya es Navidad,Raya Real,2024-12-25,2024-12-25,1,34,2024-12-25,0,0,34.0,0.0,1.0,50.0,50.0,50.0,album,False,262144,9
yandel 150 | yandel,Yandel 150,Yandel,2024-05-18,2024-09-23,125,10,2024-05-18,0,1,26.38,9.48,0.0954,90.0,90.0,84.0,album,True,216148,17
yankee 150 | yandel & feid & daddy yankee,Yankee 150,Yandel & Feid & Daddy Yankee,2024-06-18,2024-06-18,1,46,2024-06-18,0,0,46.0,0.0,1.0,68.0,68.0,68.0,single,True,242667,1
"yes, and? | ariana grande","yes, and?",Ariana Grande,2025-01-14,2025-01-20,7,30,2025-01-18,4,0,35.43,2.97,0.2519,85.0,93.0,94.0,single,True,214994,1
yo lo soñé | saiko,YO LO SOÑÉ,SAIKO,2025-04-28,2025-08-16,109,1,2025-04-30,2,2,24.06,15.01,0.0624,56.0,65.0,67.0,album,False,175456,16
yo lo soñé | saiko & omar montes,YO LO SOÑÉ,SAIKO & Omar Montes,2025-04-19,2025-04-27,9,2,2025-04-25,6,0,5.0,2.49,0.2862,60.0,72.0,75.0,single,False,175456,1
yo sé | yan block & torrres,Yo sé,Yan Block & TORRRES,2025-11-01,2025-11-27,26,8,2025-11-22,21,1,22.38,12.09,0.0764,69.0,75.0,76.0,single,True,129705,1
yo tengo un novio | lola indigo,YO TENGO UN NOVIO,Lola Indigo,2024-12-17,2024-12-24,8,18,2024-12-21,4,0,32.88,13.25,0.0702,55.0,61.0,63.0,album,False,144424,7
yotuloko | omar montes & rels b,YOTULOKO,Omar Montes & Rels B,2025-07-14,2025-11-05,114,22,2025-07-27,13,1,32.52,6.6,0.1316,57.0,73.0,72.0,single,False,213699,1
"young miko: bzrp music sessions, vol. 58 | bizarrap & young miko","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap & Young Miko,2025-01-13,2025-04-26,101,1,2025-01-13,0,3,17.43,15.94,0.059,76.0,76.0,86.0,single,False,187172,1
zorra | nebulossa,ZORRA,Nebulossa,2025-02-05,2025-05-18,21,8,2025-02-05,0,1,26.76,14.66,0.0638,67.0,67.0,74.0,single,True,183577,1
